categoria,objeto,detalhes
1. TABELAS E COLUNAS,TABELA: admin_users,COLUNA: affiliate_id | TIPO: uuid | NULÁVEL: YES | PADRÃO: N/A | DESCRIÇÃO: N/A
    WHERE email = email_param;

    IF NOT FOUND THEN
        RETURN json_build_object('status', 404, 'message', 'Usuário não encontrado');
    END IF;

    -- A função crypt() compara a senha enviada com o hash salvo
    IF user_record.password_hash = crypt(password_param, user_record.password_hash) THEN
        result := json_build_object(
            'status', 200,
            'message', 'Login bem-sucedido',
            'payload', json_build_object(
                'userId', user_record.id,
                'companyId', user_record.company_id,
                'role', user_record.role,
                'fullName', user_record.full_name
            )
        );
        RETURN result;
    ELSE
        RETURN json_build_object('status', 401, 'message', 'Senha inválida');
    END IF;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: match_documents,"CREATE OR REPLACE FUNCTION public.match_documents(query_embedding vector, match_count integer DEFAULT NULL::integer, filter jsonb DEFAULT '{}'::jsonb)
 RETURNS TABLE(id bigint, content text, metadata jsonb, similarity double precision)
 LANGUAGE plpgsql
AS $function$
#variable_conflict use_column
begin
  return query
  select
    id,
    content,
    metadata,
    1 - (documents.embedding <=> query_embedding) as similarity
  from documents
  where metadata @> filter
  order by documents.embedding <=> query_embedding
  limit match_count;
end;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: safe_parse_ai_message,"CREATE OR REPLACE FUNCTION public.safe_parse_ai_message(raw_content text)
 RETURNS text
 LANGUAGE plpgsql
 IMMUTABLE
AS $function$
DECLARE
    cleaned_content text;
    temp_jsonb jsonb;
    final_message text;
BEGIN
    -- 1. Limpa os code fences (```) e espaços em branco das pontas
    cleaned_content := TRIM(BOTH E' \n\`' FROM 
        regexp_replace(raw_content, E'```json\\n?(.+?)\\n?```$', E'\\1', 's')
    );

    -- 2. Bloco de extração segura
    BEGIN
        -- 2a. Tenta converter o texto JÁ LIMPO para JSONB.
        -- Se cleaned_content = '{""messages"":...}' -> temp_jsonb = {""messages"":...} (jsonb)
        -- Se cleaned_content = '""{\""messages\"":...}""' -> temp_jsonb = ""{\""messages\"":...}"" (jsonb string)
        temp_jsonb := cleaned_content::jsonb;

        -- 2b. VERIFICAÇÃO PRINCIPAL:
        -- Se o resultado for um TIPO 'string' (o nosso caso de JSON escapado)
        IF jsonb_typeof(temp_jsonb) = 'string' THEN
            -- Desempacota (extrai o texto) e converte NOVAMENTE.
            temp_jsonb := (temp_jsonb #>> '{}')::jsonb;
        END IF;

        -- 2c. Agora temp_jsonb é um objeto. Extrai as mensagens.
        SELECT string_agg(elem::text, E'\n')
        INTO final_message
        FROM jsonb_array_elements_text(temp_jsonb -> 'messages');
        
    EXCEPTION
        -- Se qualquer etapa acima falhar (cast, chave 'messages' não existe, etc.)
        WHEN others THEN
            final_message := NULL;
    END;

    -- 3. Retorna a mensagem extraída (se sucesso) ou o texto limpo (se falha)
    --    Usamos cleaned_content como fallback, não raw_content, para pelo menos remover os fences.
    RETURN COALESCE(final_message, cleaned_content);
    
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: set_affiliate_role,"CREATE OR REPLACE FUNCTION public.set_affiliate_role()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  -- Esta função é acionada por um trigger 'AFTER INSERT' na tabela 'affiliates'.
  -- 'NEW.id' contém o ID do novo afiliado que foi inserido, que corresponde ao 'user.id'.

  -- Atualiza a coluna 'role' na tabela 'users' para 'admin'
  -- para o usuário cujo ID corresponde ao do novo afiliado.
  UPDATE public.users
  SET role = 'admin'
  WHERE id = NEW.id;

  -- Retorna NEW, que é a prática padrão para triggers de INSERT/UPDATE.
  RETURN NEW;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec,"CREATE OR REPLACE FUNCTION public.sparsevec(sparsevec, integer, boolean)
 RETURNS sparsevec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_cmp,"CREATE OR REPLACE FUNCTION public.sparsevec_cmp(sparsevec, sparsevec)
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_cmp$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_eq,"CREATE OR REPLACE FUNCTION public.sparsevec_eq(sparsevec, sparsevec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_eq$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_ge,"CREATE OR REPLACE FUNCTION public.sparsevec_ge(sparsevec, sparsevec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_ge$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_gt,"CREATE OR REPLACE FUNCTION public.sparsevec_gt(sparsevec, sparsevec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_gt$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_in,"CREATE OR REPLACE FUNCTION public.sparsevec_in(cstring, oid, integer)
 RETURNS sparsevec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_in$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_l2_squared_distance,"CREATE OR REPLACE FUNCTION public.sparsevec_l2_squared_distance(sparsevec, sparsevec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_l2_squared_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_le,"CREATE OR REPLACE FUNCTION public.sparsevec_le(sparsevec, sparsevec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_le$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_lt,"CREATE OR REPLACE FUNCTION public.sparsevec_lt(sparsevec, sparsevec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_lt$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_ne,"CREATE OR REPLACE FUNCTION public.sparsevec_ne(sparsevec, sparsevec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_ne$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_negative_inner_product,"CREATE OR REPLACE FUNCTION public.sparsevec_negative_inner_product(sparsevec, sparsevec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_negative_inner_product$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_out,"CREATE OR REPLACE FUNCTION public.sparsevec_out(sparsevec)
 RETURNS cstring
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_out$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_recv,"CREATE OR REPLACE FUNCTION public.sparsevec_recv(internal, oid, integer)
 RETURNS sparsevec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_recv$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_send,"CREATE OR REPLACE FUNCTION public.sparsevec_send(sparsevec)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_send$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_to_halfvec,"CREATE OR REPLACE FUNCTION public.sparsevec_to_halfvec(sparsevec, integer, boolean)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_to_halfvec$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_to_vector,"CREATE OR REPLACE FUNCTION public.sparsevec_to_vector(sparsevec, integer, boolean)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_to_vector$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sparsevec_typmod_in,"CREATE OR REPLACE FUNCTION public.sparsevec_typmod_in(cstring[])
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_typmod_in$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: subvector,"CREATE OR REPLACE FUNCTION public.subvector(vector, integer, integer)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$subvector$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: subvector,"CREATE OR REPLACE FUNCTION public.subvector(halfvec, integer, integer)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_subvector$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: sync_company_user_details,"CREATE OR REPLACE FUNCTION public.sync_company_user_details()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
DECLARE
    company_record RECORD;
    user_record RECORD;
    plan_record RECORD;
    affiliate_record RECORD;
    v_company_id uuid;
BEGIN
    -- Determina o company_id relevante baseado na tabela que acionou o trigger
    IF TG_TABLE_NAME = 'companies' THEN
        v_company_id := COALESCE(NEW.id, OLD.id);
    ELSIF TG_TABLE_NAME = 'users' THEN
        v_company_id := COALESCE(NEW.company_id, OLD.company_id);
    ELSIF TG_TABLE_NAME = 'plans' THEN
        -- Se um plano muda, precisamos atualizar TODAS as empresas que usam esse plano
        -- Atualizar todos individualmente pode ser pesado. Uma abordagem mais simples é apenas buscar o company_id se existir.
        -- Uma abordagem mais robusta seria atualizar em lote, mas vamos manter simples por agora.
        SELECT id INTO v_company_id FROM public.companies WHERE plan_id = COALESCE(NEW.id, OLD.id) LIMIT 1;
    ELSIF TG_TABLE_NAME = 'affiliates' THEN
        -- Se um afiliado muda, precisamos atualizar TODAS as empresas ligadas a ele
        SELECT id INTO v_company_id FROM public.companies WHERE affiliate_id = COALESCE(NEW.id, OLD.id) LIMIT 1;
    END IF;

    -- Se não encontrarmos um company_id relevante, saímos (ex: usuário sem empresa)
    IF v_company_id IS NULL THEN
        -- Se for DELETE em companies, remove da tabela sync
        IF TG_OP = 'DELETE' AND TG_TABLE_NAME = 'companies' THEN
             DELETE FROM public.company_user_details_sync WHERE company_id = OLD.id;
        END IF;
        RETURN NULL; -- Importante retornar NULL para triggers AFTER
    END IF;

    -- Se for uma operação DELETE na tabela companies
    IF TG_OP = 'DELETE' AND TG_TABLE_NAME = 'companies' THEN
        DELETE FROM public.company_user_details_sync WHERE company_id = OLD.id;
        RETURN OLD;
    END IF;

    -- Busca os dados mais recentes das tabelas relacionadas
    SELECT * INTO company_record FROM public.companies WHERE id = v_company_id;
    -- Considera apenas o primeiro usuário associado, ou o usuário que mudou, como contato principal
    SELECT * INTO user_record FROM public.users WHERE company_id = v_company_id ORDER BY created_at LIMIT 1;
    SELECT * INTO plan_record FROM public.plans WHERE id = company_record.plan_id;
    SELECT * INTO affiliate_record FROM public.affiliates WHERE id = company_record.affiliate_id;

    -- Insere ou Atualiza a linha na tabela sincronizada
    INSERT INTO public.company_user_details_sync (
        company_id, company_name, official_name, company_status, plan_id, affiliate_id, company_created_at,
        user_id, contact_name, contact_email, user_role, plan_name, affiliate_name, last_synced_at
    ) VALUES (
        company_record.id, company_record.name, company_record.official_name, company_record.status, company_record.plan_id, company_record.affiliate_id, company_record.created_at,
        user_record.id, user_record.full_name, user_record.email, user_record.role, plan_record.name, affiliate_record.name, now()
    )
    ON CONFLICT (company_id) DO UPDATE SET
        company_name = EXCLUDED.company_name,
        official_name = EXCLUDED.official_name,
        company_status = EXCLUDED.company_status,
        plan_id = EXCLUDED.plan_id,
        affiliate_id = EXCLUDED.affiliate_id,
        company_created_at = EXCLUDED.company_created_at, -- Pode não ser necessário atualizar
        user_id = EXCLUDED.user_id,
        contact_name = EXCLUDED.contact_name,
        contact_email = EXCLUDED.contact_email,
        user_role = EXCLUDED.user_role,
        plan_name = EXCLUDED.plan_name,
        affiliate_name = EXCLUDED.affiliate_name,
        last_synced_at = now();

    RETURN NULL; -- Triggers AFTER devem retornar NULL
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: update_company_details_as_admin,"CREATE OR REPLACE FUNCTION public.update_company_details_as_admin(p_company_id uuid, p_user_id uuid, p_contact_name text, p_plan_id uuid, p_affiliate_id uuid)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
    -- Primeiro, garante que a empresa existe. Se não, cria-a usando o user_id como company_id.
    INSERT INTO public.companies (id, name)
    VALUES (p_company_id, p_contact_name)
    ON CONFLICT (id) DO NOTHING;

    -- Depois, atualiza a empresa com o novo plano e afiliado.
    -- Esta atualização será bem-sucedida porque a função é executada com as permissões do definidor.
    UPDATE public.companies
    SET 
        plan_id = p_plan_id,
        affiliate_id = p_affiliate_id,
        name = p_contact_name -- Também atualiza o nome, para o caso de
    WHERE id = p_company_id;
    
    -- Finalmente, garante que o utilizador está ligado à empresa.
    UPDATE public.users
    SET company_id = p_company_id
    WHERE id = p_user_id AND company_id IS NULL;

END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: update_overdue_accounts,"CREATE OR REPLACE FUNCTION public.update_overdue_accounts()
 RETURNS void
 LANGUAGE plpgsql
AS $function$
BEGIN
    UPDATE public.companies
    SET status = 'overdue'
    WHERE 
        status = 'payment_pending' 
        AND created_at < (NOW() - INTERVAL '7 days')
        
        -- ADICIONADO:
        -- Verifica se o 'id' da empresa que está sendo atualizada
        -- (public.companies.id) NÃO EXISTE na tabela 'public.affiliates'.
        -- Se o ID existir lá (ou seja, a empresa É uma afiliada), 
        -- a condição falha e a linha é ignorada.
        AND NOT EXISTS (
            SELECT 1 
            FROM public.affiliates a
            WHERE a.id = public.companies.id
        );
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: validate_coupon,"CREATE OR REPLACE FUNCTION public.validate_coupon(coupon_code text)
 RETURNS json
 LANGUAGE plpgsql
AS $function$
DECLARE
    coupon_record record;
BEGIN
    -- Busca o cupom pelo código, ignorando maiúsculas/minúsculas
    SELECT * INTO coupon_record
    FROM public.coupons
    WHERE upper(code) = upper(coupon_code);

    IF NOT FOUND THEN
        RETURN json_build_object('error', 'Cupom não encontrado.');
    END IF;

    IF NOT coupon_record.is_active THEN
        RETURN json_build_object('error', 'Este cupom não está mais ativo.');
    END IF;

    IF coupon_record.expires_at IS NOT NULL AND coupon_record.expires_at < now() THEN
        RETURN json_build_object('error', 'Este cupom expirou.');
    END IF;

    IF coupon_record.usage_limit IS NOT NULL AND coupon_record.usage_count >= coupon_record.usage_limit THEN
        RETURN json_build_object('error', 'Este cupom atingiu o limite de usos.');
    END IF;

    -- Se todas as validações passaram, retorna os dados do cupom
    RETURN json_build_object(
        'id', coupon_record.id,
        'code', coupon_record.code,
        'discount_type', coupon_record.discount_type,
        'discount_value', coupon_record.discount_value,
        'applicable_plan_id', coupon_record.applicable_plan_id
    );
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector,"CREATE OR REPLACE FUNCTION public.vector(vector, integer, boolean)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_accum,"CREATE OR REPLACE FUNCTION public.vector_accum(double precision[], vector)
 RETURNS double precision[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_accum$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_add,"CREATE OR REPLACE FUNCTION public.vector_add(vector, vector)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_add$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_avg,"CREATE OR REPLACE FUNCTION public.vector_avg(double precision[])
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_avg$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_cmp,"CREATE OR REPLACE FUNCTION public.vector_cmp(vector, vector)
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_cmp$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_combine,"CREATE OR REPLACE FUNCTION public.vector_combine(double precision[], double precision[])
 RETURNS double precision[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_combine$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_concat,"CREATE OR REPLACE FUNCTION public.vector_concat(vector, vector)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_concat$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_dims,"CREATE OR REPLACE FUNCTION public.vector_dims(halfvec)
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_vector_dims$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_dims,"CREATE OR REPLACE FUNCTION public.vector_dims(vector)
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_dims$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_eq,"CREATE OR REPLACE FUNCTION public.vector_eq(vector, vector)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_eq$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_ge,"CREATE OR REPLACE FUNCTION public.vector_ge(vector, vector)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_ge$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_gt,"CREATE OR REPLACE FUNCTION public.vector_gt(vector, vector)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_gt$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_in,"CREATE OR REPLACE FUNCTION public.vector_in(cstring, oid, integer)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_in$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_l2_squared_distance,"CREATE OR REPLACE FUNCTION public.vector_l2_squared_distance(vector, vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_l2_squared_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_le,"CREATE OR REPLACE FUNCTION public.vector_le(vector, vector)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_le$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_lt,"CREATE OR REPLACE FUNCTION public.vector_lt(vector, vector)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_lt$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_mul,"CREATE OR REPLACE FUNCTION public.vector_mul(vector, vector)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_mul$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_ne,"CREATE OR REPLACE FUNCTION public.vector_ne(vector, vector)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_ne$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_negative_inner_product,"CREATE OR REPLACE FUNCTION public.vector_negative_inner_product(vector, vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_negative_inner_product$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_norm,"CREATE OR REPLACE FUNCTION public.vector_norm(vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_norm$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_out,"CREATE OR REPLACE FUNCTION public.vector_out(vector)
 RETURNS cstring
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_out$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_recv,"CREATE OR REPLACE FUNCTION public.vector_recv(internal, oid, integer)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_recv$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_send,"CREATE OR REPLACE FUNCTION public.vector_send(vector)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_send$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_spherical_distance,"CREATE OR REPLACE FUNCTION public.vector_spherical_distance(vector, vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_spherical_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_sub,"CREATE OR REPLACE FUNCTION public.vector_sub(vector, vector)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_sub$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_to_float4,"CREATE OR REPLACE FUNCTION public.vector_to_float4(vector, integer, boolean)
 RETURNS real[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_to_float4$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_to_halfvec,"CREATE OR REPLACE FUNCTION public.vector_to_halfvec(vector, integer, boolean)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_to_halfvec$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_to_sparsevec,"CREATE OR REPLACE FUNCTION public.vector_to_sparsevec(vector, integer, boolean)
 RETURNS sparsevec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_to_sparsevec$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: vector_typmod_in,"CREATE OR REPLACE FUNCTION public.vector_typmod_in(cstring[])
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_typmod_in$function$
"
5. GATILHOS (TRIGGERS),TABELA: affiliates,GATILHO: trigger_sync_after_affiliate_change | EVENTO: UPDATE | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
5. GATILHOS (TRIGGERS),TABELA: affiliates,GATILHO: on_affiliate_insert_set_role | EVENTO: INSERT | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION set_affiliate_role()
5. GATILHOS (TRIGGERS),TABELA: companies,GATILHO: trigger_sync_after_company_change | EVENTO: INSERT | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
5. GATILHOS (TRIGGERS),TABELA: companies,GATILHO: trigger_sync_after_company_change | EVENTO: DELETE | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
5. GATILHOS (TRIGGERS),TABELA: companies,GATILHO: trigger_sync_after_company_change | EVENTO: UPDATE | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
5. GATILHOS (TRIGGERS),TABELA: plans,GATILHO: trigger_sync_after_plan_change | EVENTO: UPDATE | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
5. GATILHOS (TRIGGERS),TABELA: users,GATILHO: trigger_sync_after_user_change | EVENTO: UPDATE | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
5. GATILHOS (TRIGGERS),TABELA: users,GATILHO: trigger_sync_after_user_change | EVENTO: INSERT | QUANDO: AFTER | EXECUTA: EXECUTE FUNCTION sync_company_user_details()
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliate_legal_documents,"POLÍTICA: Allow super_admins to manage affiliate documents | COMANDO: ALL | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = 'super_admin'::text) | VERIFICANDO (WITH CHECK): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = 'super_admin'::text)"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliate_legal_documents,POLÍTICA: Allow public read access for affiliates | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): true | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliates,POLÍTICA: Allow affiliates to view their own data | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (auth.uid() = id) | VERIFICANDO (WITH CHECK): N/A
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliates,"POLÍTICA: Allow admins to read affiliates | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: authenticated | USANDO (USING): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = ANY (ARRAY['super_admin'::text, 'admin'::text])) | VERIFICANDO (WITH CHECK): N/A"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliates,"POLÍTICA: Allow super_admins to insert affiliates | COMANDO: INSERT | PERMISSÃO: PERMISSIVE | PARA: authenticated | USANDO (USING): N/A | VERIFICANDO (WITH CHECK): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = 'super_admin'::text)"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliates,"POLÍTICA: Allow super_admins to update affiliates | COMANDO: UPDATE | PERMISSÃO: PERMISSIVE | PARA: authenticated | USANDO (USING): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = 'super_admin'::text) | VERIFICANDO (WITH CHECK): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = 'super_admin'::text)"
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliates,POLÍTICA: Allow new users to create their own affiliate profile | COMANDO: INSERT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): N/A | VERIFICANDO (WITH CHECK): (auth.uid() = id)
6. POLÍTICAS DE SEGURANÇA (RLS),TABELA: affiliates,"POLÍTICA: Allow admins to view all affiliates | COMANDO: SELECT | PERMISSÃO: PERMISSIVE | PARA: public | USANDO (USING): (( SELECT users.role
   FROM users
  WHERE (users.id = auth.uid())) = ANY (ARRAY['admin'::text, 'super_admin'::text])) | VERIFICANDO (WITH CHECK): N/A"
